,index,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,PavedDrive,SaleCondition,Electrical,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageArea,GarageCars,BsmtHalfBath,BsmtFullBath,MasVnrArea,GarageYrBlt,LotFrontage,SaleType,Exterior1st,Exterior2nd,KitchenQual,Utilities,Functional,MSZoning,MasVnrType,BsmtFinType1,BsmtFinType2,BsmtExposure,BsmtQual,BsmtCond,GarageType,GarageFinish,GarageQual,GarageCond,FireplaceQu
473,474,20,14977,8,5,2006,2007,1976,0,0,1976,2,0,2,1,7,1,250,63,0,0,0,0,0,7,2007,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,1350.0,0.0,626.0,1976.0,908.0,3.0,0.0,1.0,304.0,2006.0,110.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Gd,Ex,TA,Attchd,RFn,TA,TA,Ex
474,475,120,5330,8,5,2000,2000,1652,0,0,1652,2,0,2,1,6,0,96,48,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1196.0,0.0,298.0,1494.0,499.0,2.0,0.0,1.0,0.0,2000.0,41.0,WD,CemntBd,CmentBd,Ex,AllPub,Typ,RL,None,GLQ,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,Gd
475,476,20,8480,5,6,1963,1963,970,0,0,970,1,0,2,1,5,0,0,24,0,0,192,0,0,7,2007,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,630.0,0.0,340.0,970.0,624.0,2.0,0.0,1.0,0.0,1996.0,80.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
476,477,20,13125,6,5,1997,1998,1493,0,0,1493,2,0,3,1,7,1,140,39,0,0,0,0,0,4,2008,Pave,Reg,Lvl,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,994.0,0.0,484.0,1478.0,508.0,2.0,0.0,1.0,215.0,1997.0,75.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Gd,Gd,TA,Attchd,Fin,TA,TA,TA
477,478,60,13693,9,5,2006,2006,2069,574,0,2643,2,1,3,1,9,1,414,84,0,0,0,0,0,3,2007,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,2153.0,2153.0,694.0,3.0,0.0,0.0,772.0,2006.0,105.0,WD,VinylSd,VinylSd,Ex,AllPub,Typ,RL,BrkFace,Unf,Unf,Av,Gd,TA,BuiltIn,Fin,TA,TA,Gd
478,479,20,10637,8,5,2007,2008,1718,0,0,1718,2,0,3,1,7,1,208,44,0,0,0,0,0,9,2009,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1288.0,0.0,417.0,1705.0,826.0,3.0,0.0,1.0,336.0,2007.0,79.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,GLQ,Unf,Gd,Ex,TA,Attchd,RFn,TA,TA,Gd
479,480,30,5925,4,7,1937,2000,1131,0,0,1131,1,0,2,1,7,0,0,72,0,0,0,0,0,3,2007,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,BrkTil,GasA,TA,Y,Y,Alloca,SBrkr,168.0,0.0,739.0,907.0,672.0,2.0,0.0,0.0,435.0,1995.0,50.0,WD,Stucco,Stucco,TA,AllPub,Typ,RM,BrkCmn,Rec,Unf,No,Fa,TA,Detchd,Unf,TA,TA,Gd
480,481,20,16033,9,5,2004,2005,1850,0,0,1850,2,0,3,1,8,1,519,112,0,0,0,0,0,3,2006,Pave,IR1,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1261.0,0.0,572.0,1833.0,772.0,3.0,0.0,1.0,378.0,2004.0,98.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Gd,Ex,TA,Attchd,Fin,TA,TA,Gd
481,482,20,11846,9,5,2003,2004,1792,0,0,1792,2,0,2,1,6,1,206,49,0,0,0,0,0,8,2006,Pave,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1567.0,0.0,225.0,1792.0,874.0,3.0,0.0,1.0,562.0,2003.0,72.0,WD,VinylSd,VinylSd,Ex,AllPub,Typ,RL,BrkFace,GLQ,Unf,Gd,Ex,TA,Attchd,Fin,TA,TA,Gd
482,483,70,2500,7,8,1915,2005,916,910,0,1826,1,1,4,1,7,1,0,0,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,299.0,0.0,611.0,910.0,164.0,1.0,0.0,1.0,0.0,1915.0,50.0,WD,Stucco,Stucco,Ex,AllPub,Min2,RM,None,ALQ,Unf,No,TA,TA,Attchd,Unf,Fa,Fa,Gd
483,484,120,4500,6,5,1998,1998,1216,0,0,1216,2,0,2,1,5,0,0,125,0,0,0,0,0,5,2006,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,897.0,0.0,319.0,1216.0,402.0,2.0,0.0,1.0,116.0,1998.0,32.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,BrkFace,GLQ,Unf,No,Ex,TA,Attchd,Unf,TA,TA,Gd
484,485,20,7758,5,7,1962,2001,999,0,0,999,1,0,3,1,6,0,0,132,0,0,0,0,0,3,2007,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,588.0,0.0,411.0,999.0,264.0,1.0,0.0,1.0,0.0,1963.0,74.8635025024414,WD,HdBoard,Plywood,Gd,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
485,486,20,9600,5,7,1950,2007,1113,0,0,1113,1,0,3,1,5,1,0,80,120,0,0,0,0,7,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,607.0,0.0,506.0,1113.0,264.0,1.0,0.0,0.0,0.0,1950.0,80.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
486,487,20,10289,5,7,1965,1965,1073,0,0,1073,1,1,3,1,6,0,0,0,0,0,0,0,0,6,2007,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,836.0,0.0,237.0,1073.0,515.0,2.0,0.0,1.0,168.0,1965.0,79.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
487,488,20,12243,5,6,1971,1971,1484,0,0,1484,2,0,3,1,7,1,224,0,0,0,180,0,0,2,2007,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,998.0,0.0,486.0,1484.0,487.0,2.0,0.0,0.0,0.0,1971.0,70.0,WD,Plywood,Plywood,TA,AllPub,Typ,RL,None,ALQ,Unf,Av,Gd,TA,Attchd,Unf,TA,TA,TA
488,489,190,10800,5,4,1900,1970,1766,648,0,2414,2,0,3,2,10,1,142,0,0,0,0,0,0,5,2006,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,TA,Fa,CBlock,GasA,TA,N,N,Normal,FuseA,664.0,0.0,290.0,954.0,520.0,2.0,0.0,0.0,0.0,1970.0,60.0,ConLD,Wd Sdng,Wd Sdng,TA,AllPub,Mod,RL,None,BLQ,Unf,No,TA,Fa,Attchd,Unf,TA,Fa,Gd
489,490,180,1526,4,8,1970,2002,630,0,0,630,1,0,1,1,3,0,0,0,0,0,0,0,0,5,2009,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,Y,Normal,SBrkr,515.0,0.0,115.0,630.0,286.0,1.0,0.0,1.0,0.0,1970.0,21.0,WD,CemntBd,CmentBd,Gd,AllPub,Typ,RM,None,GLQ,Unf,Av,Gd,TA,Attchd,Unf,TA,TA,Gd
490,491,160,2665,5,6,1976,1976,616,688,0,1304,1,1,3,1,4,1,141,24,0,0,0,0,0,6,2008,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,264.0,264.0,336.0,1.0,0.0,0.0,0.0,1976.0,32.492713928222656,WD,CemntBd,CmentBd,TA,AllPub,Typ,RM,None,Unf,Unf,Mn,Gd,TA,BuiltIn,Fin,TA,TA,Gd
491,492,50,9490,6,7,1941,1950,958,620,0,1578,1,0,3,1,5,2,0,0,32,0,0,0,0,8,2006,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,FuseA,403.0,165.0,238.0,806.0,240.0,1.0,0.0,1.0,0.0,1941.0,79.0,WD,Wd Sdng,Wd Sdng,Fa,AllPub,Typ,RL,None,BLQ,Rec,No,TA,TA,Attchd,Unf,TA,TA,TA
492,493,60,15578,6,5,2006,2006,728,728,0,1456,2,1,3,1,8,0,0,0,0,0,0,0,0,5,2006,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,Y,Partial,SBrkr,0.0,0.0,728.0,728.0,429.0,2.0,0.0,0.0,0.0,2006.0,105.0,New,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
493,494,20,7931,5,6,1960,1960,1269,0,0,1269,1,1,3,1,6,1,0,0,0,0,0,0,0,6,2008,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,FuseA,374.0,532.0,363.0,1269.0,308.0,1.0,0.0,0.0,0.0,1964.0,70.0,WD,BrkFace,Wd Sdng,TA,AllPub,Typ,RL,None,BLQ,LwQ,No,TA,TA,Detchd,Unf,TA,TA,Fa
494,495,30,5784,5,8,1938,1996,886,0,0,886,1,0,2,1,4,0,144,20,80,0,0,0,0,12,2009,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,Y,Normal,FuseA,0.0,0.0,190.0,190.0,273.0,1.0,0.0,0.0,0.0,1938.0,50.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Fa,TA,Attchd,Unf,TA,TA,Gd
495,496,30,7879,4,5,1920,1950,720,0,0,720,1,0,2,1,4,0,0,523,115,0,0,0,0,11,2009,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,N,N,Abnorml,FuseA,495.0,0.0,225.0,720.0,0.0,0.0,0.0,0.0,0.0,1950.3162841796875,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,C (all),None,Rec,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
496,497,20,12692,8,5,1992,1993,3228,0,0,3228,3,0,4,1,10,1,264,75,291,0,0,0,0,5,2007,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1231.0,0.0,1969.0,3200.0,546.0,2.0,0.0,1.0,0.0,1992.0,113.78507232666016,WD,BrkFace,BrkFace,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
497,498,50,9120,7,6,1925,1950,1133,687,0,1820,2,0,4,1,8,0,0,100,0,0,0,0,0,6,2008,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,N,Normal,SBrkr,329.0,0.0,697.0,1026.0,240.0,1.0,0.0,1.0,0.0,1925.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,Rec,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
498,499,20,7800,5,7,1967,2004,899,0,0,899,1,0,3,1,5,0,64,0,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,450.0,0.0,414.0,864.0,288.0,1.0,0.0,0.0,89.0,1967.0,65.0,WD,HdBoard,HdBoard,Gd,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,TA,TA,Attchd,Fin,TA,TA,Gd
499,500,20,7535,5,7,1958,1985,912,0,0,912,1,0,2,1,5,0,12,285,0,0,0,0,480,6,2007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,Y,Normal,SBrkr,111.0,279.0,522.0,912.0,297.0,1.0,1.0,0.0,0.0,1958.0,70.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,None,BLQ,LwQ,No,TA,TA,Attchd,Fin,TA,TA,Gd
500,501,160,1890,6,5,1973,1973,672,546,0,1218,1,1,3,1,7,0,144,28,0,0,0,0,0,5,2007,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,356.0,0.0,316.0,672.0,264.0,1.0,0.0,0.0,285.0,1973.0,21.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RM,BrkFace,BLQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
501,502,60,9803,7,5,2005,2005,866,902,0,1768,2,1,3,1,7,0,0,108,0,0,0,0,0,2,2008,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,400.0,0.0,466.0,866.0,603.0,2.0,0.0,0.0,0.0,2005.0,75.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,FV,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
502,503,20,9170,5,7,1965,1965,1214,0,0,1214,1,0,2,1,6,0,0,0,184,0,0,0,400,4,2007,Pave,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,698.0,96.0,420.0,1214.0,461.0,2.0,0.0,1.0,0.0,1965.0,70.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,None,ALQ,GLQ,No,TA,TA,Detchd,Unf,Fa,Fa,Gd
503,504,20,15602,7,8,1959,1997,1801,0,0,1801,2,0,1,1,6,2,0,54,0,0,161,0,0,3,2010,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,1247.0,0.0,254.0,1501.0,484.0,2.0,0.0,1.0,0.0,1959.0,100.0,WD,BrkFace,Wd Sdng,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Attchd,Fin,TA,TA,TA
504,505,160,2308,6,5,1974,1974,855,467,0,1322,2,1,3,1,6,1,260,0,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,257.0,495.0,103.0,855.0,440.0,2.0,1.0,0.0,0.0,1974.0,24.0,WD,Plywood,Brk Cmn,TA,AllPub,Typ,RL,None,ALQ,Rec,No,TA,TA,Attchd,Unf,TA,TA,Fa
505,506,90,7596,5,5,1952,1952,960,1000,0,1960,2,0,4,2,10,0,0,0,0,0,0,0,0,7,2009,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,N,Normal,SBrkr,0.0,0.0,960.0,960.0,400.0,2.0,0.0,0.0,360.0,1952.0,60.0,COD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,BrkFace,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
506,507,60,9554,8,5,1993,1994,1065,846,0,1911,2,1,3,1,8,1,182,81,0,0,0,0,0,9,2006,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,380.0,0.0,397.0,777.0,471.0,2.0,0.0,0.0,125.0,1993.0,80.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,TA
507,508,20,7862,6,5,2009,2009,1218,0,0,1218,2,0,2,1,4,0,0,102,0,0,0,0,0,9,2009,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,27.0,0.0,1191.0,1218.0,676.0,2.0,0.0,0.0,0.0,2009.0,75.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,FV,None,GLQ,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
508,509,70,9600,7,9,1928,2005,689,689,0,1378,2,0,3,1,7,1,0,0,116,0,0,0,0,10,2008,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,TA,Ex,BrkTil,GasA,Ex,Y,N,Normal,SBrkr,141.0,0.0,548.0,689.0,360.0,2.0,0.0,0.0,0.0,1928.0,60.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RM,None,Rec,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
509,510,20,9600,5,6,1959,1959,1041,0,0,1041,1,0,3,1,6,0,224,88,0,0,0,0,0,7,2009,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,991.0,0.0,50.0,1041.0,270.0,1.0,0.0,1.0,132.0,1959.0,80.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
510,511,20,14559,5,7,1951,2000,1363,0,0,1363,1,0,2,1,6,2,324,42,0,0,168,0,2000,6,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,650.0,180.0,178.0,1008.0,288.0,1.0,0.0,1.0,70.0,1951.0,75.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Min1,RL,BrkCmn,BLQ,Rec,No,TA,TA,CarPort,Unf,TA,TA,TA
511,512,120,6792,7,5,2005,2006,1368,0,0,1368,2,0,2,1,6,1,132,35,0,0,0,0,0,3,2006,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,1368.0,1368.0,474.0,2.0,0.0,0.0,94.0,2005.0,40.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,Unf,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
512,513,20,9100,5,5,1958,1958,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2006,Pave,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,521.0,174.0,169.0,864.0,624.0,2.0,0.0,1.0,0.0,1964.0,70.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,BLQ,LwQ,No,TA,TA,Detchd,Unf,TA,TA,Gd
513,514,20,9187,6,5,1983,1983,1080,0,0,1080,1,1,3,1,5,0,120,0,158,0,0,0,0,6,2007,Pave,Reg,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,PConc,GasA,TA,Y,Y,Normal,SBrkr,336.0,0.0,748.0,1084.0,484.0,2.0,0.0,0.0,0.0,1983.0,71.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
514,515,45,10594,5,5,1926,1950,789,0,0,789,1,0,2,1,5,0,0,0,112,0,0,0,0,6,2007,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,TA,TA,BrkTil,Grav,Fa,N,Y,Normal,SBrkr,0.0,0.0,768.0,768.0,200.0,1.0,0.0,0.0,0.0,1926.0,55.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,Po,Po,Gd
515,516,20,12220,10,5,2009,2009,2020,0,0,2020,2,1,3,1,9,1,156,54,0,0,0,0,0,9,2009,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,Ex,TA,CBlock,GasA,Ex,Y,Y,Partial,SBrkr,1436.0,0.0,570.0,2006.0,900.0,3.0,0.0,1.0,305.0,2009.0,94.0,New,CemntBd,CmentBd,Ex,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Ex,TA,Attchd,Fin,TA,TA,Gd
516,517,80,10448,6,6,1972,1972,1378,741,0,2119,2,1,3,1,7,1,0,104,0,0,0,0,0,8,2009,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Abnorml,SBrkr,0.0,0.0,689.0,689.0,583.0,2.0,0.0,0.0,333.0,1972.0,85.90888214111328,COD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,Unf,Unf,No,TA,TA,Attchd,RFn,TA,TA,TA
517,518,60,10208,7,5,1996,1997,1277,1067,0,2344,2,1,3,1,7,1,220,0,0,0,0,0,0,7,2009,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1264.0,1264.0,889.0,3.0,0.0,0.0,921.0,1996.0,79.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,Attchd,RFn,TA,TA,TA
518,519,60,9531,6,5,1998,1998,882,914,0,1796,2,1,3,1,7,0,0,36,0,0,0,0,0,5,2007,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,706.0,0.0,88.0,794.0,546.0,2.0,0.0,1.0,0.0,1998.0,54.20860290527344,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,Mn,Gd,TA,Attchd,RFn,TA,TA,Gd
519,520,70,10918,7,9,1926,2004,1276,804,0,2080,1,1,3,1,9,2,0,0,0,0,145,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Gd,TA,BrkTil,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1276.0,1276.0,282.0,1.0,0.0,0.0,0.0,1926.0,53.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
520,521,190,10800,4,7,1900,2000,694,600,0,1294,2,0,3,2,7,0,220,114,210,0,0,0,0,8,2008,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,N,Normal,FuseA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.215576171875,60.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
521,522,20,11988,6,6,1957,1957,1244,0,0,1244,1,1,3,1,6,2,0,40,0,0,0,0,0,5,2007,Pave,IR1,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,FuseA,777.0,0.0,467.0,1244.0,336.0,1.0,0.0,0.0,0.0,1957.0,90.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Rec,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
522,523,50,5000,6,7,1947,1950,1004,660,0,1664,2,0,3,1,7,2,0,24,36,0,0,0,0,10,2006,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,399.0,0.0,605.0,1004.0,420.0,2.0,0.0,0.0,0.0,1950.0,50.0,WD,CemntBd,CmentBd,TA,AllPub,Typ,RM,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
